gene	transcript	protein_change	score	pvalue	qvalue	info
CYFIP2	NA	NA	NA	NA	1	NA
CYLC1	NA	NA	NA	NA	1	NA
CYLC2	NA	NA	NA	NA	1	NA
CYLD	NA	NA	NA	NA	0.731585496638881	NA
CYP11A1	NA	NA	NA	NA	1	NA
CYP11B1	NA	NA	NA	NA	1	NA
CYP11B2	NA	NA	NA	NA	1	NA
CYP19A1	NA	NA	NA	NA	1	NA
CYP1A1	NA	NA	NA	NA	1	NA
CYP21A2	NA	NA	NA	NA	1	NA
CYP24A1	NA	NA	NA	NA	1	NA
CYP2A13	NA	NA	NA	NA	1	NA
CYP2A6	NA	NA	NA	NA	1	NA
CYP2A7	NA	NA	NA	NA	1	NA
CYP2B6	NA	NA	NA	NA	1	NA
CYP2C18	NA	NA	NA	NA	1	NA
CYP2C19	NA	NA	NA	NA	1	NA
CYP2C8	NA	NA	NA	NA	1	NA
CYP2C9	NA	NA	NA	NA	1	NA
CYP2E1	NA	NA	NA	NA	1	NA
CYP2F1	NA	NA	NA	NA	1	NA
CYP2J2	NA	NA	NA	NA	1	NA
CYP2S1	NA	NA	NA	NA	1	NA
CYP3A4	NA	NA	NA	NA	1	NA
CYP3A43	NA	NA	NA	NA	1	NA
CYP3A5	NA	NA	NA	NA	1	NA
CYP3A7	NA	NA	NA	NA	1	NA
CYP4A11	NA	NA	NA	NA	1	NA
CYP4A22	NA	NA	NA	NA	1	NA
CYP4B1	NA	NA	NA	NA	1	NA
CYP4F11	NA	NA	NA	NA	1	NA
CYP4F12	NA	NA	NA	NA	1	NA
CYP4F2	NA	NA	NA	NA	1	NA
CYP4F22	NA	NA	NA	NA	1	NA
CYP4F3	NA	NA	NA	NA	1	NA
CYP4X1	NA	NA	NA	NA	1	NA
CYP4Z1	NA	NA	NA	NA	1	NA
CYP7B1	NA	NA	NA	NA	1	NA
CYP8B1	NA	NA	NA	NA	1	NA
CYTIP	NA	NA	NA	NA	1	NA
CYYR1	NA	NA	NA	NA	1	NA
DAAM1	NA	NA	NA	NA	1	NA
DAAM2	NA	NA	NA	NA	1	NA
DAB1	NA	NA	NA	NA	1	NA
DAB2	NA	NA	NA	NA	1	NA
DAB2IP	NA	NA	NA	NA	1	NA
DACH1	NA	NA	NA	NA	1	NA
DACH2	NA	NA	NA	NA	0.394838289295449	NA
DACT1	NA	NA	NA	NA	1	NA
DAG1	NA	NA	NA	NA	1	NA
DAGLA	NA	NA	NA	NA	0.903323630327104	NA
DAO	NA	NA	NA	NA	1	NA
DARC	NA	NA	NA	NA	1	NA
DARS	NA	NA	NA	NA	1	NA
DAW1	NA	NA	NA	NA	1	NA
DAXX	NA	NA	NA	NA	1	NA
DAZL	NA	NA	NA	NA	1	NA
DBF4B	NA	NA	NA	NA	0.95242512551613	NA
DBH	NA	NA	NA	NA	1	NA
DBX1	NA	NA	NA	NA	1	NA
DBX2	NA	NA	NA	NA	1	NA
DCAF11	NA	NA	NA	NA	1	NA
DCAF12L1	NA	NA	NA	NA	1	NA
DCAF12L2	NA	NA	NA	NA	1	NA
DCAF13	NA	NA	NA	NA	1	NA
DCAF4L2	NA	NA	NA	NA	1	NA
DCAF6	NA	NA	NA	NA	1	NA
DCAF8L1	NA	NA	NA	NA	0.553653813637345	NA
DCAF8L2	NA	NA	NA	NA	1	NA
DCC	NA	NA	NA	NA	1	NA
DCDC1	NA	NA	NA	NA	1	NA
DCDC2	NA	NA	NA	NA	1	NA
DCHS1	NA	NA	NA	NA	1	NA
DCHS2	NA	NA	NA	NA	0.39888562989179	NA
DCLK1	NA	NA	NA	NA	1	NA
DCLK2	NA	NA	NA	NA	0.689475578065224	NA
DCLK3	NA	NA	NA	NA	1	NA
DCLRE1B	NA	NA	NA	NA	1	NA
DCN	NA	NA	NA	NA	1	NA
DCST1	NA	NA	NA	NA	1	NA
DCSTAMP	NA	NA	NA	NA	1	NA
DCTN1	NA	NA	NA	NA	1	NA
DCUN1D3	NA	NA	NA	NA	1	NA
DCX	NA	NA	NA	NA	1	NA
DDB1	NA	NA	NA	NA	1	NA
DDC	NA	NA	NA	NA	1	NA
DDHD1	NA	NA	NA	NA	1	NA
DDI1	NA	NA	NA	NA	1	NA
DDR1	NA	NA	NA	NA	1	NA
DDR2	NA	NA	NA	NA	1	NA
DDX17	NA	NA	NA	NA	0.479850474995176	NA
DDX18	NA	NA	NA	NA	1	NA
DDX20	NA	NA	NA	NA	1	NA
DDX24	NA	NA	NA	NA	1	NA
DDX26B	NA	NA	NA	NA	1	NA
DDX27	NA	NA	NA	NA	1	NA
DDX3X	NA	NA	NA	NA	1	NA
DDX4	NA	NA	NA	NA	1	NA
DDX42	NA	NA	NA	NA	1	NA
DDX43	NA	NA	NA	NA	1	NA
DDX53	NA	NA	NA	NA	1	NA
DDX60	NA	NA	NA	NA	1	NA
DDX60L	NA	NA	NA	NA	1	NA
DEFA4	NA	NA	NA	NA	0.772255450387031	NA
DEFB112	NA	NA	NA	NA	1	NA
DEFB115	NA	NA	NA	NA	1	NA
DEFB118	NA	NA	NA	NA	1	NA
DENND1A	NA	NA	NA	NA	1	NA
DENND1C	NA	NA	NA	NA	1	NA
DENND2A	NA	NA	NA	NA	1	NA
DENND2C	NA	NA	NA	NA	1	NA
DENND3	NA	NA	NA	NA	1	NA
DENND4A	NA	NA	NA	NA	1	NA
DENND4B	NA	NA	NA	NA	1	NA
DENND4C	NA	NA	NA	NA	1	NA
DENND5A	NA	NA	NA	NA	1	NA
DENND5B	NA	NA	NA	NA	1	NA
DEPDC5	NA	NA	NA	NA	1	NA
DES	NA	NA	NA	NA	1	NA
DET1	NA	NA	NA	NA	1	NA
DFNB31	NA	NA	NA	NA	1	NA
DFNB59	NA	NA	NA	NA	1	NA
DGAT2L6	NA	NA	NA	NA	1	NA
DGCR14	NA	NA	NA	NA	1	NA
DGCR2	NA	NA	NA	NA	1	NA
DGKB	NA	NA	NA	NA	0.212139016420468	NA
DGKD	NA	NA	NA	NA	0.406531315330817	NA
DGKE	NA	NA	NA	NA	1	NA
DGKG	NA	NA	NA	NA	1	NA
DGKH	NA	NA	NA	NA	1	NA
DGKI	NA	NA	NA	NA	0.231297669409085	NA
DGKZ	NA	NA	NA	NA	1	NA
DHCR7	NA	NA	NA	NA	1	NA
DHRS2	NA	NA	NA	NA	1	NA
DHRS7C	NA	NA	NA	NA	1	NA
DHRS9	NA	NA	NA	NA	0.561191645566741	NA
DHX15	NA	NA	NA	NA	1	NA
DHX16	NA	NA	NA	NA	1	NA
DHX29	NA	NA	NA	NA	1	NA
DHX30	NA	NA	NA	NA	0.325324970173615	NA
DHX34	NA	NA	NA	NA	1	NA
DHX36	NA	NA	NA	NA	1	NA
DHX37	NA	NA	NA	NA	1	NA
DHX38	NA	NA	NA	NA	1	NA
DHX40	NA	NA	NA	NA	0.975193665688458	NA
DHX57	NA	NA	NA	NA	1	NA
DHX8	NA	NA	NA	NA	1	NA
DHX9	NA	NA	NA	NA	1	NA
DIAPH2	NA	NA	NA	NA	1	NA
DIAPH3	NA	NA	NA	NA	1	NA
DICER1	NA	NA	NA	NA	0.126830023257065	NA
DIDO1	NA	NA	NA	NA	1	NA
DIO3	NA	NA	NA	NA	1	NA
DIP2A	NA	NA	NA	NA	0.553653813637345	NA
DIP2B	NA	NA	NA	NA	1	NA
DIP2C	NA	NA	NA	NA	1	NA
DIRAS2	NA	NA	NA	NA	1	NA
DIS3L2	NA	NA	NA	NA	1	NA
DISC1	NA	NA	NA	NA	1	NA
DISP1	NA	NA	NA	NA	1	NA
DISP2	NA	NA	NA	NA	1	NA
DKK2	NA	NA	NA	NA	1	NA
DLC1	NA	NA	NA	NA	1	NA
DLEC1	NA	NA	NA	NA	1	NA
DLG1	NA	NA	NA	NA	1	NA
DLG2	NA	NA	NA	NA	1	NA
DLG3	NA	NA	NA	NA	1	NA
DLG4	NA	NA	NA	NA	1	NA
DLG5	NA	NA	NA	NA	1	NA
DLGAP1	NA	NA	NA	NA	1	NA
DLGAP2	NA	NA	NA	NA	1	NA
DLGAP3	NA	NA	NA	NA	1	NA
DLGAP4	NA	NA	NA	NA	1	NA
DLK2	NA	NA	NA	NA	1	NA
DLL1	NA	NA	NA	NA	1	NA
DLL4	NA	NA	NA	NA	1	NA
DMBT1	NA	NA	NA	NA	0.301086511885735	NA
DMBX1	NA	NA	NA	NA	1	NA
DMC1	NA	NA	NA	NA	1	NA
DMD	NA	NA	NA	NA	0.982166110548407	NA
DMGDH	NA	NA	NA	NA	0.923175914159894	NA
DMKN	NA	NA	NA	NA	1	NA
DMP1	NA	NA	NA	NA	1	NA
DMRT3	NA	NA	NA	NA	1	NA
DMRTC2	NA	NA	NA	NA	1	NA
DMTN	NA	NA	NA	NA	1	NA
DMWD	NA	NA	NA	NA	1	NA
DMXL1	NA	NA	NA	NA	1	NA
DMXL2	NA	NA	NA	NA	0.801404794048022	NA
DNAAF1	NA	NA	NA	NA	1	NA
DNAH1	NA	NA	NA	NA	1	NA
DNAH10	NA	NA	NA	NA	0.591912776576234	NA
DNAH11	NA	NA	NA	NA	1	NA
DNAH12	NA	NA	NA	NA	1	NA
DNAH17	NA	NA	NA	NA	1	NA
DNAH2	NA	NA	NA	NA	1	NA
DNAH3	NA	NA	NA	NA	1	NA
DNAH5	NA	NA	NA	NA	0.982166110548407	NA
DNAH6	NA	NA	NA	NA	0.00104095997927922	NA
DNAH7	NA	NA	NA	NA	0.833685603868159	NA
DNAH8	NA	NA	NA	NA	0.984600991382567	NA
DNAH9	NA	NA	NA	NA	1	NA
DNAI1	NA	NA	NA	NA	1	NA
DNAI2	NA	NA	NA	NA	1	NA
DNAJC10	NA	NA	NA	NA	1	NA
DNAJC13	NA	NA	NA	NA	1	NA
DNAJC16	NA	NA	NA	NA	1	NA
DNAJC5B	NA	NA	NA	NA	1	NA
DNAJC6	NA	NA	NA	NA	1	NA
DNER	NA	NA	NA	NA	0.61282298616831	NA
DNHD1	NA	NA	NA	NA	0.684724810920794	NA
DNM2	NA	NA	NA	NA	1	NA
DNM3	NA	NA	NA	NA	1	NA
DNMBP	NA	NA	NA	NA	1	NA
DNMT1	NA	NA	NA	NA	0.62369799183369	NA
DNMT3L	NA	NA	NA	NA	1	NA
DNTT	NA	NA	NA	NA	1	NA
DOCK1	NA	NA	NA	NA	1	NA
DOCK10	NA	NA	NA	NA	1	NA
DOCK11	NA	NA	NA	NA	1	NA
DOCK2	NA	NA	NA	NA	1	NA
DOCK3	NA	NA	NA	NA	1	NA
DOCK4	NA	NA	NA	NA	1	NA
DOCK6	NA	NA	NA	NA	1	NA
DOCK8	NA	NA	NA	NA	0.961975943608963	NA
DOCK9	NA	NA	NA	NA	1	NA
DOK5	NA	NA	NA	NA	1	NA
DOK6	NA	NA	NA	NA	1	NA
DONSON	NA	NA	NA	NA	1	NA
DOPEY1	NA	NA	NA	NA	1	NA
DOPEY2	NA	NA	NA	NA	0.919780667612639	NA
DOT1L	NA	NA	NA	NA	1	NA
DPCR1	NA	NA	NA	NA	1	NA
DPEP2	NA	NA	NA	NA	1	NA
DPEP3	NA	NA	NA	NA	1	NA
DPF3	NA	NA	NA	NA	1	NA
DPH2	NA	NA	NA	NA	1	NA
DPP10	NA	NA	NA	NA	1	NA
DPP3	NA	NA	NA	NA	1	NA
DPP4	NA	NA	NA	NA	1	NA
DPP6	NA	NA	NA	NA	1	NA
DPPA2	NA	NA	NA	NA	1	NA
DPPA3	NA	NA	NA	NA	1	NA
DPPA4	NA	NA	NA	NA	1	NA
DPRX	NA	NA	NA	NA	1	NA
DPY19L2	NA	NA	NA	NA	1	NA
DPYD	NA	NA	NA	NA	1	NA
DPYS	NA	NA	NA	NA	1	NA
DPYSL5	NA	NA	NA	NA	1	NA
DQX1	NA	NA	NA	NA	1	NA
DRD1	NA	NA	NA	NA	1	NA
DRD2	NA	NA	NA	NA	1	NA
DRD5	NA	NA	NA	NA	1	NA
DRGX	NA	NA	NA	NA	0.892909504976635	NA
DROSHA	NA	NA	NA	NA	1	NA
DRP2	NA	NA	NA	NA	1	NA
DSC1	NA	NA	NA	NA	1	NA
DSC2	NA	NA	NA	NA	0.690724011791868	NA
DSC3	NA	NA	NA	NA	1	NA
DSCAM	NA	NA	NA	NA	1	NA
DSCAML1	NA	NA	NA	NA	0.436224737593133	NA
DSE	NA	NA	NA	NA	1	NA
DSEL	NA	NA	NA	NA	1	NA
DSG1	NA	NA	NA	NA	0.939268758003113	NA
DSG2	NA	NA	NA	NA	1	NA
DSG3	NA	NA	NA	NA	1	NA
DSG4	NA	NA	NA	NA	1	NA
DSP	NA	NA	NA	NA	1	NA
DSPP	NA	NA	NA	NA	1	NA
DST	NA	NA	NA	NA	0.729613143146012	NA
DSTYK	NA	NA	NA	NA	1	NA
DTL	NA	NA	NA	NA	1	NA
DTNA	NA	NA	NA	NA	1	NA
DTNBP1	NA	NA	NA	NA	1	NA
DUOX1	NA	NA	NA	NA	1	NA
DUSP22	NA	NA	NA	NA	1	NA
DUSP26	NA	NA	NA	NA	1	NA
DUSP27	NA	NA	NA	NA	0.918050605562409	NA
DUSP4	NA	NA	NA	NA	1	NA
DUXA	NA	NA	NA	NA	1	NA
DVL2	NA	NA	NA	NA	1	NA
DYM	NA	NA	NA	NA	1	NA
DYNAP	NA	NA	NA	NA	1	NA
DYNC1H1	NA	NA	NA	NA	1	NA
DYNC2H1	NA	NA	NA	NA	1	NA
DYRK1A	NA	NA	NA	NA	1	NA
DYRK2	NA	NA	NA	NA	0.982166110548407	NA
DYRK3	NA	NA	NA	NA	1	NA
DYRK4	NA	NA	NA	NA	1	NA
DYSF	NA	NA	NA	NA	1	NA
DYTN	NA	NA	NA	NA	1	NA
DZIP1	NA	NA	NA	NA	0.219817334699578	NA
DZIP3	NA	NA	NA	NA	1	NA
E2F8	NA	NA	NA	NA	1	NA
E4F1	NA	NA	NA	NA	1	NA
EBF1	NA	NA	NA	NA	1	NA
EBF2	NA	NA	NA	NA	1	NA
EBF3	NA	NA	NA	NA	1	NA
EBNA1BP2	NA	NA	NA	NA	1	NA
ECE1	NA	NA	NA	NA	1	NA
ECE2	NA	NA	NA	NA	1	NA
ECEL1	NA	NA	NA	NA	1	NA
ECM2	NA	NA	NA	NA	0.749865853154213	NA
ECT2L	NA	NA	NA	NA	1	NA
EDAR	NA	NA	NA	NA	1	NA
EDC4	NA	NA	NA	NA	0.811676650770789	NA
EDEM2	NA	NA	NA	NA	1	NA
EDIL3	NA	NA	NA	NA	1	NA
EDN1	NA	NA	NA	NA	1	NA
EDN3	NA	NA	NA	NA	1	NA
EDNRA	NA	NA	NA	NA	1	NA
EDNRB	NA	NA	NA	NA	1	NA
EDRF1	NA	NA	NA	NA	1	NA
EEF1A1	NA	NA	NA	NA	1	NA
EEF1A2	NA	NA	NA	NA	1	NA
EEFSEC	NA	NA	NA	NA	1	NA
EEPD1	NA	NA	NA	NA	1	NA
EFCAB12	NA	NA	NA	NA	1	NA
EFCAB13	NA	NA	NA	NA	1	NA
EFCAB3	NA	NA	NA	NA	1	NA
EFCAB5	NA	NA	NA	NA	1	NA
EFCAB6	NA	NA	NA	NA	1	NA
EFCAB7	NA	NA	NA	NA	1	NA
EFEMP1	NA	NA	NA	NA	1	NA
EFHB	NA	NA	NA	NA	1	NA
EFHC1	NA	NA	NA	NA	1	NA
EFR3A	NA	NA	NA	NA	1	NA
EFS	NA	NA	NA	NA	1	NA
EFTUD1	NA	NA	NA	NA	1	NA
EGF	NA	NA	NA	NA	1	NA
EGFL6	NA	NA	NA	NA	1	NA
EGFLAM	NA	NA	NA	NA	0.368247022618447	NA
EGFR	NA	NA	NA	NA	0.961975943608963	NA
EHD3	NA	NA	NA	NA	1	NA
EHHADH	NA	NA	NA	NA	1	NA
EHMT1	NA	NA	NA	NA	1	NA
EHMT2	NA	NA	NA	NA	1	NA
EIF2AK3	NA	NA	NA	NA	1	NA
EIF2AK4	NA	NA	NA	NA	1	NA
EIF2D	NA	NA	NA	NA	1	NA
EIF3A	NA	NA	NA	NA	1	NA
EIF4G1	NA	NA	NA	NA	1	NA
EIF4G3	NA	NA	NA	NA	1	NA
ELAC2	NA	NA	NA	NA	1	NA
ELAVL2	NA	NA	NA	NA	1	NA
ELAVL3	NA	NA	NA	NA	0.731585496638881	NA
ELAVL4	NA	NA	NA	NA	1	NA
ELF4	NA	NA	NA	NA	1	NA
ELF5	NA	NA	NA	NA	0.553653813637345	NA
ELFN2	NA	NA	NA	NA	1	NA
ELL2	NA	NA	NA	NA	1	NA
ELMO1	NA	NA	NA	NA	1	NA
ELMO2	NA	NA	NA	NA	0.526528503176393	NA
ELOVL3	NA	NA	NA	NA	1	NA
ELOVL4	NA	NA	NA	NA	1	NA
ELSPBP1	NA	NA	NA	NA	1	NA
ELTD1	NA	NA	NA	NA	1	NA
EMB	NA	NA	NA	NA	1	NA
EMILIN2	NA	NA	NA	NA	1	NA
EMILIN3	NA	NA	NA	NA	1	NA
EML1	NA	NA	NA	NA	1	NA
EML3	NA	NA	NA	NA	1	NA
EML4	NA	NA	NA	NA	1	NA
EML5	NA	NA	NA	NA	1	NA
EMR1	NA	NA	NA	NA	1	NA
EMR3	NA	NA	NA	NA	1	NA
ENAH	NA	NA	NA	NA	1	NA
ENAM	NA	NA	NA	NA	1	NA
ENC1	NA	NA	NA	NA	1	NA
ENGASE	NA	NA	NA	NA	1	NA
ENOX1	NA	NA	NA	NA	1	NA
ENOX2	NA	NA	NA	NA	1	NA
ENPEP	NA	NA	NA	NA	1	NA
ENPP1	NA	NA	NA	NA	1	NA
ENPP2	NA	NA	NA	NA	1	NA
ENPP3	NA	NA	NA	NA	0.325324970173615	NA
ENPP4	NA	NA	NA	NA	1	NA
ENPP5	NA	NA	NA	NA	1	NA
ENPP6	NA	NA	NA	NA	1	NA
ENPP7	NA	NA	NA	NA	1	NA
ENTHD1	NA	NA	NA	NA	0.965209324099392	NA
ENTPD1	NA	NA	NA	NA	1	NA
ENTPD3	NA	NA	NA	NA	1	NA
EOMES	NA	NA	NA	NA	1	NA
EP300	NA	NA	NA	NA	1	NA
EP400	NA	NA	NA	NA	1	NA
EPAS1	NA	NA	NA	NA	1	NA
EPB41	NA	NA	NA	NA	1	NA
EPB41L1	NA	NA	NA	NA	1	NA
EPB41L2	NA	NA	NA	NA	1	NA
EPB41L4A	NA	NA	NA	NA	1	NA
EPB41L4B	NA	NA	NA	NA	1	NA
EPB42	NA	NA	NA	NA	1	NA
EPC2	NA	NA	NA	NA	1	NA
EPG5	NA	NA	NA	NA	1	NA
EPHA1	NA	NA	NA	NA	1	NA
EPHA10	NA	NA	NA	NA	1	NA
EPHA2	NA	NA	NA	NA	1	NA
EPHA3	NA	NA	NA	NA	1	NA
EPHA4	NA	NA	NA	NA	1	NA
EPHA5	NA	NA	NA	NA	1	NA
EPHA6	NA	NA	NA	NA	1	NA
EPHA7	NA	NA	NA	NA	1	NA
EPHA8	NA	NA	NA	NA	1	NA
EPHB1	NA	NA	NA	NA	1	NA
EPHB2	NA	NA	NA	NA	1	NA
EPHB3	NA	NA	NA	NA	0.824117548184018	NA
EPHB4	NA	NA	NA	NA	1	NA
EPHB6	NA	NA	NA	NA	0.757456323071734	NA
EPN2	NA	NA	NA	NA	1	NA
EPO	NA	NA	NA	NA	1	NA
EPPK1	NA	NA	NA	NA	1	NA
EPRS	NA	NA	NA	NA	1	NA
EPS15L1	NA	NA	NA	NA	1	NA
EPS8	NA	NA	NA	NA	1	NA
EPS8L3	NA	NA	NA	NA	1	NA
EPYC	NA	NA	NA	NA	1	NA
ERAP2	NA	NA	NA	NA	1	NA
ERBB2	NA	NA	NA	NA	1	NA
ERBB3	NA	NA	NA	NA	1	NA
ERBB4	NA	NA	NA	NA	1	NA
ERC1	NA	NA	NA	NA	1	NA
ERC2	NA	NA	NA	NA	1	NA
ERCC4	NA	NA	NA	NA	1	NA
ERCC6-PGBD3	NA	NA	NA	NA	1	NA
ERCC6L	NA	NA	NA	NA	1	NA
ERF	NA	NA	NA	NA	1	NA
ERG	NA	NA	NA	NA	1	NA
ERN1	NA	NA	NA	NA	1	NA
ERN2	NA	NA	NA	NA	1	NA
ESM1	NA	NA	NA	NA	1	NA
ESPL1	NA	NA	NA	NA	1	NA
ESPNL	NA	NA	NA	NA	0.908937524239469	NA
ESR2	NA	NA	NA	NA	1	NA
ESRP1	NA	NA	NA	NA	1	NA
ESRRB	NA	NA	NA	NA	1	NA
ESRRG	NA	NA	NA	NA	1	NA
ESX1	NA	NA	NA	NA	1	NA
ESYT3	NA	NA	NA	NA	1	NA
ETAA1	NA	NA	NA	NA	0.469568761655472	NA
ETNPPL	NA	NA	NA	NA	1	NA
ETS2	NA	NA	NA	NA	1	NA
ETV1	NA	NA	NA	NA	1	NA
ETV6	NA	NA	NA	NA	1	NA
EVC2	NA	NA	NA	NA	1	NA
EVI5L	NA	NA	NA	NA	1	NA
EVPL	NA	NA	NA	NA	0.183902717421714	NA
EXD1	NA	NA	NA	NA	1	NA
EXD2	NA	NA	NA	NA	1	NA
EXOC1	NA	NA	NA	NA	1	NA
EXOC3	NA	NA	NA	NA	1	NA
EXOC3L2	NA	NA	NA	NA	1	NA
EXOC6	NA	NA	NA	NA	1	NA
EXOC6B	NA	NA	NA	NA	1	NA
EXOSC10	NA	NA	NA	NA	1	NA
EXPH5	NA	NA	NA	NA	1	NA
EXTL3	NA	NA	NA	NA	1	NA
EYA1	NA	NA	NA	NA	0.183902717421714	NA
EYA2	NA	NA	NA	NA	1	NA
EYA4	NA	NA	NA	NA	1	NA
EYS	NA	NA	NA	NA	0.596439828869184	NA
EZH1	NA	NA	NA	NA	1	NA
EZH2	NA	NA	NA	NA	1	NA
F10	NA	NA	NA	NA	1	NA
F11	NA	NA	NA	NA	1	NA
F13A1	NA	NA	NA	NA	1	NA
F13B	NA	NA	NA	NA	0.835088843220541	NA
F2	NA	NA	NA	NA	1	NA
F5	NA	NA	NA	NA	0.303177288357966	NA
F8	NA	NA	NA	NA	1	NA
F9	NA	NA	NA	NA	1	NA
FAAH2	NA	NA	NA	NA	1	NA
FABP2	NA	NA	NA	NA	1	NA
FABP9	NA	NA	NA	NA	1	NA
FAIM3	NA	NA	NA	NA	1	NA
FAM115A	NA	NA	NA	NA	1	NA
FAM115C	NA	NA	NA	NA	1	NA
FAM117B	NA	NA	NA	NA	1	NA
FAM120C	NA	NA	NA	NA	1	NA
FAM129A	NA	NA	NA	NA	1	NA
FAM129B	NA	NA	NA	NA	1	NA
FAM131B	NA	NA	NA	NA	1	NA
FAM135A	NA	NA	NA	NA	1	NA
FAM135B	NA	NA	NA	NA	1	NA
FAM13A	NA	NA	NA	NA	1	NA
FAM13C	NA	NA	NA	NA	1	NA
FAM149A	NA	NA	NA	NA	1	NA
FAM151A	NA	NA	NA	NA	1	NA
FAM153A	NA	NA	NA	NA	1	NA
FAM155A	NA	NA	NA	NA	1	NA
FAM160A2	NA	NA	NA	NA	1	NA
FAM160B2	NA	NA	NA	NA	1	NA
FAM169A	NA	NA	NA	NA	1	NA
FAM170A	NA	NA	NA	NA	1	NA
FAM171A1	NA	NA	NA	NA	1	NA
FAM171B	NA	NA	NA	NA	1	NA
FAM179A	NA	NA	NA	NA	1	NA
FAM183B	NA	NA	NA	NA	1	NA
FAM184A	NA	NA	NA	NA	1	NA
FAM188B	NA	NA	NA	NA	1	NA
FAM193A	NA	NA	NA	NA	1	NA
FAM194A	NA	NA	NA	NA	1	NA
FAM19A1	NA	NA	NA	NA	1	NA
FAM208B	NA	NA	NA	NA	1	NA
FAM214A	NA	NA	NA	NA	1	NA
FAM227B	NA	NA	NA	NA	1	NA
FAM35A	NA	NA	NA	NA	1	NA
FAM46C	NA	NA	NA	NA	1	NA
FAM46D	NA	NA	NA	NA	1	NA
FAM47A	NA	NA	NA	NA	1	NA
FAM47B	NA	NA	NA	NA	1	NA
FAM47C	NA	NA	NA	NA	1	NA
FAM49A	NA	NA	NA	NA	1	NA
FAM53C	NA	NA	NA	NA	1	NA
FAM65C	NA	NA	NA	NA	0.303177288357966	NA
FAM71A	NA	NA	NA	NA	1	NA
FAM71B	NA	NA	NA	NA	1	NA
FAM71D	NA	NA	NA	NA	0.614967090937851	NA
FAM73A	NA	NA	NA	NA	1	NA
FAM81B	NA	NA	NA	NA	1	NA
FAM83A	NA	NA	NA	NA	1	NA
FAM83B	NA	NA	NA	NA	1	NA
FAM83C	NA	NA	NA	NA	1	NA
FAM83E	NA	NA	NA	NA	1	NA
FAM83F	NA	NA	NA	NA	1	NA
FAM83G	NA	NA	NA	NA	1	NA
FAM83H	NA	NA	NA	NA	1	NA
FAM90A1	NA	NA	NA	NA	1	NA
FAM91A1	NA	NA	NA	NA	1	NA
FAM92B	NA	NA	NA	NA	1	NA
FANCA	NA	NA	NA	NA	1	NA
FANCB	NA	NA	NA	NA	0.835088843220541	NA
FANCD2	NA	NA	NA	NA	1	NA
FANCM	NA	NA	NA	NA	0.857895678748596	NA
FAP	NA	NA	NA	NA	1	NA
FARP1	NA	NA	NA	NA	1	NA
FARP2	NA	NA	NA	NA	1	NA
FARS2	NA	NA	NA	NA	1	NA
FASLG	NA	NA	NA	NA	1	NA
FASN	NA	NA	NA	NA	1	NA
FASTKD1	NA	NA	NA	NA	1	NA
FASTKD5	NA	NA	NA	NA	1	NA
FAT1	NA	NA	NA	NA	0.748013806289813	NA
FAT2	NA	NA	NA	NA	1	NA
FAT3	NA	NA	NA	NA	0.231436050105985	NA
FAT4	NA	NA	NA	NA	0.982166110548407	NA
FATE1	NA	NA	NA	NA	1	NA
FBF1	NA	NA	NA	NA	1	NA
FBLIM1	NA	NA	NA	NA	1	NA
FBLN1	NA	NA	NA	NA	1	NA
FBLN2	NA	NA	NA	NA	1	NA
FBLN5	NA	NA	NA	NA	1	NA
FBLN7	NA	NA	NA	NA	1	NA
FBN1	NA	NA	NA	NA	0.686734251374808	NA
FBN2	NA	NA	NA	NA	0.903323630327104	NA
FBN3	NA	NA	NA	NA	0.779560942210699	NA
FBXL13	NA	NA	NA	NA	1	NA
FBXL7	NA	NA	NA	NA	1	NA
FBXO15	NA	NA	NA	NA	1	NA
FBXO18	NA	NA	NA	NA	1	NA
FBXO24	NA	NA	NA	NA	1	NA
FBXO31	NA	NA	NA	NA	1	NA
FBXO38	NA	NA	NA	NA	1	NA
FBXO39	NA	NA	NA	NA	1	NA
FBXO40	NA	NA	NA	NA	1	NA
FBXO42	NA	NA	NA	NA	1	NA
FBXO43	NA	NA	NA	NA	1	NA
FBXW10	NA	NA	NA	NA	1	NA
FBXW12	NA	NA	NA	NA	1	NA
FBXW7	NA	NA	NA	NA	1	NA
FCER1A	NA	NA	NA	NA	1	NA
FCGBP	NA	NA	NA	NA	0.666598030453288	NA
FCGR1A	NA	NA	NA	NA	1	NA
FCGR3B	NA	NA	NA	NA	1	NA
FCHO1	NA	NA	NA	NA	0.961975943608963	NA
FCN1	NA	NA	NA	NA	1	NA
FCN2	NA	NA	NA	NA	1	NA
FCRL1	NA	NA	NA	NA	1	NA
FCRL3	NA	NA	NA	NA	1	NA
FCRL4	NA	NA	NA	NA	1	NA
FCRL5	NA	NA	NA	NA	1	NA
FER1L6	NA	NA	NA	NA	1	NA
FERMT1	NA	NA	NA	NA	1	NA
FES	NA	NA	NA	NA	1	NA
FGA	NA	NA	NA	NA	1	NA
FGB	NA	NA	NA	NA	1	NA
FGD1	NA	NA	NA	NA	1	NA
FGD2	NA	NA	NA	NA	1	NA
FGD5	NA	NA	NA	NA	1	NA
FGD6	NA	NA	NA	NA	1	NA
FGF12	NA	NA	NA	NA	1	NA
FGF16	NA	NA	NA	NA	1	NA
FGF23	NA	NA	NA	NA	1	NA
FGF7	NA	NA	NA	NA	1	NA
