gene	transcript	protein_change	score	pvalue	qvalue	info
HYDIN	NA	NA	NA	NA	1	NA
IGDCC4	NA	NA	NA	NA	1	NA
IGFN1	NA	NA	NA	NA	1	NA
IGSF10	NA	NA	NA	NA	1	NA
IL3RA	NA	NA	NA	NA	1	NA
INADL	NA	NA	NA	NA	1	NA
IPO7	NA	NA	NA	NA	1	NA
IQGAP1	NA	NA	NA	NA	1	NA
IQSEC2	NA	NA	NA	NA	1	NA
IRS4	NA	NA	NA	NA	1	NA
ITGA4	NA	NA	NA	NA	1	NA
ITGB4	NA	NA	NA	NA	1	NA
ITPR2	NA	NA	NA	NA	1	NA
JMJD1C	NA	NA	NA	NA	1	NA
JPH2	NA	NA	NA	NA	1	NA
KALRN	NA	NA	NA	NA	1	NA
KANSL1	NA	NA	NA	NA	1	NA
KCNB2	NA	NA	NA	NA	1	NA
KDM2A	NA	NA	NA	NA	1	NA
KDM3B	NA	NA	NA	NA	1	NA
KDM6A	NA	NA	NA	NA	1	NA
KIAA0100	NA	NA	NA	NA	1	NA
KIAA0430	NA	NA	NA	NA	1	NA
KIAA0754	NA	NA	NA	NA	1	NA
KIAA0947	NA	NA	NA	NA	1	NA
KIAA1009	NA	NA	NA	NA	1	NA
KIAA1210	NA	NA	NA	NA	1	NA
KIAA1377	NA	NA	NA	NA	1	NA
KIAA1549L	NA	NA	NA	NA	1	NA
KIAA1731	NA	NA	NA	NA	1	NA
KIAA2026	NA	NA	NA	NA	1	NA
KIF1A	NA	NA	NA	NA	1	NA
KIF1B	NA	NA	NA	NA	1	NA
KIF26B	NA	NA	NA	NA	1	NA
KIF3B	NA	NA	NA	NA	1	NA
KIF4A	NA	NA	NA	NA	1	NA
KIF7	NA	NA	NA	NA	1	NA
KMT2B	NA	NA	NA	NA	1	NA
KMT2C	NA	NA	NA	NA	1	NA
KMT2D	NA	NA	NA	NA	1	NA
KNTC1	NA	NA	NA	NA	1	NA
KRAS	NA	NA	NA	NA	1	NA
LAMA1	NA	NA	NA	NA	1	NA
LAMA5	NA	NA	NA	NA	1	NA
LAMC1	NA	NA	NA	NA	1	NA
LCT	NA	NA	NA	NA	1	NA
LEPR	NA	NA	NA	NA	1	NA
LIG1	NA	NA	NA	NA	1	NA
LMTK3	NA	NA	NA	NA	1	NA
LPHN3	NA	NA	NA	NA	1	NA
LRBA	NA	NA	NA	NA	1	NA
LRFN1	NA	NA	NA	NA	1	NA
LRP1	NA	NA	NA	NA	1	NA
LRP1B	NA	NA	NA	NA	1	NA
LRP2	NA	NA	NA	NA	1	NA
LRP4	NA	NA	NA	NA	0.249658640178178	NA
LRP5	NA	NA	NA	NA	1	NA
LRP6	NA	NA	NA	NA	1	NA
LRPPRC	NA	NA	NA	NA	1	NA
LRRK2	NA	NA	NA	NA	1	NA
LTBP4	NA	NA	NA	NA	1	NA
LTN1	NA	NA	NA	NA	1	NA
LYST	NA	NA	NA	NA	1	NA
MACC1	NA	NA	NA	NA	1	NA
MAGEA12	NA	NA	NA	NA	1	NA
MAGEC3	NA	NA	NA	NA	1	NA
MAGEE1	NA	NA	NA	NA	1	NA
MAGEL2	NA	NA	NA	NA	1	NA
MAGT1	NA	NA	NA	NA	1	NA
MAN2B1	NA	NA	NA	NA	1	NA
MAP1A	NA	NA	NA	NA	1	NA
MAP2	NA	NA	NA	NA	1	NA
MAP3K13	NA	NA	NA	NA	1	NA
MAP3K15	NA	NA	NA	NA	1	NA
MAP7D3	NA	NA	NA	NA	1	NA
MAPK1	NA	NA	NA	NA	0.000884897644903762	NA
MAST4	NA	NA	NA	NA	1	NA
MDC1	NA	NA	NA	NA	1	NA
MDGA2	NA	NA	NA	NA	1	NA
MDN1	NA	NA	NA	NA	1	NA
MED12	NA	NA	NA	NA	1	NA
MEGF8	NA	NA	NA	NA	1	NA
MGA	NA	NA	NA	NA	1	NA
MGAM	NA	NA	NA	NA	1	NA
MKI67	NA	NA	NA	NA	1	NA
MMEL1	NA	NA	NA	NA	1	NA
MPDZ	NA	NA	NA	NA	1	NA
MST1R	NA	NA	NA	NA	1	NA
MTIF2	NA	NA	NA	NA	1	NA
MTUS2	NA	NA	NA	NA	1	NA
MUC16	NA	NA	NA	NA	1	NA
MUC17	NA	NA	NA	NA	1	NA
MUC2	NA	NA	NA	NA	1	NA
MUC4	NA	NA	NA	NA	1	NA
MUC5B	NA	NA	NA	NA	1	NA
MXRA5	NA	NA	NA	NA	1	NA
MYCBP2	NA	NA	NA	NA	1	NA
MYH1	NA	NA	NA	NA	1	NA
MYH10	NA	NA	NA	NA	1	NA
MYH11	NA	NA	NA	NA	1	NA
MYH13	NA	NA	NA	NA	1	NA
MYH15	NA	NA	NA	NA	1	NA
MYH2	NA	NA	NA	NA	1	NA
MYH6	NA	NA	NA	NA	1	NA
MYH7	NA	NA	NA	NA	1	NA
MYH7B	NA	NA	NA	NA	1	NA
MYH8	NA	NA	NA	NA	1	NA
MYO15A	NA	NA	NA	NA	1	NA
MYO5A	NA	NA	NA	NA	1	NA
MYO7B	NA	NA	NA	NA	1	NA
MYO9A	NA	NA	NA	NA	1	NA
NAV2	NA	NA	NA	NA	1	NA
NAV3	NA	NA	NA	NA	1	NA
NBAS	NA	NA	NA	NA	1	NA
NBEAL2	NA	NA	NA	NA	1	NA
NEB	NA	NA	NA	NA	1	NA
NF1	NA	NA	NA	NA	1	NA
NFE2L2	NA	NA	NA	NA	0.000200015903160715	NA
NHS	NA	NA	NA	NA	1	NA
NIPBL	NA	NA	NA	NA	1	NA
NLGN1	NA	NA	NA	NA	1	NA
NLGN4X	NA	NA	NA	NA	1	NA
NLRC5	NA	NA	NA	NA	1	NA
NLRP8	NA	NA	NA	NA	1	NA
NOTCH1	NA	NA	NA	NA	1	NA
NOTCH4	NA	NA	NA	NA	1	NA
NRK	NA	NA	NA	NA	1	NA
NRXN3	NA	NA	NA	NA	1	NA
NSD1	NA	NA	NA	NA	0.153914663772855	NA
NUBPL	NA	NA	NA	NA	1	NA
NUP153	NA	NA	NA	NA	1	NA
NUP155	NA	NA	NA	NA	1	NA
NWD1	NA	NA	NA	NA	1	NA
NXF1	NA	NA	NA	NA	1	NA
OBSCN	NA	NA	NA	NA	1	NA
OBSL1	NA	NA	NA	NA	1	NA
OR10G7	NA	NA	NA	NA	1	NA
OR1S2	NA	NA	NA	NA	1	NA
OR2A14	NA	NA	NA	NA	1	NA
PALM2-AKAP2	NA	NA	NA	NA	1	NA
PARP14	NA	NA	NA	NA	1	NA
PCDH11X	NA	NA	NA	NA	1	NA
PCDH15	NA	NA	NA	NA	1	NA
PCDH17	NA	NA	NA	NA	1	NA
PCDH19	NA	NA	NA	NA	1	NA
PCDHA2	NA	NA	NA	NA	1	NA
PCDHB11	NA	NA	NA	NA	1	NA
PCDHB14	NA	NA	NA	NA	1	NA
PCDHB15	NA	NA	NA	NA	1	NA
PCDHB2	NA	NA	NA	NA	1	NA
PCDHGA10	NA	NA	NA	NA	1	NA
PCDHGA2	NA	NA	NA	NA	1	NA
PCDHGB2	NA	NA	NA	NA	1	NA
PCLO	NA	NA	NA	NA	1	NA
PDE3A	NA	NA	NA	NA	1	NA
PDE4DIP	NA	NA	NA	NA	1	NA
PEAK1	NA	NA	NA	NA	1	NA
PEG3	NA	NA	NA	NA	1	NA
PEX5L	NA	NA	NA	NA	1	NA
PHF12	NA	NA	NA	NA	0.753837548182737	NA
PHKA2	NA	NA	NA	NA	1	NA
PIK3C2B	NA	NA	NA	NA	1	NA
PIK3CA	NA	NA	NA	NA	4.48161483883249e-50	NA
PKD1	NA	NA	NA	NA	1	NA
PKD1L1	NA	NA	NA	NA	1	NA
PKHD1	NA	NA	NA	NA	1	NA
PKHD1L1	NA	NA	NA	NA	1	NA
PLCH1	NA	NA	NA	NA	1	NA
PLEC	NA	NA	NA	NA	1	NA
PLXNA1	NA	NA	NA	NA	1	NA
PLXNA3	NA	NA	NA	NA	1	NA
PLXNA4	NA	NA	NA	NA	1	NA
PLXNB2	NA	NA	NA	NA	0.297872921225174	NA
PLXND1	NA	NA	NA	NA	1	NA
PML	NA	NA	NA	NA	1	NA
POLRMT	NA	NA	NA	NA	1	NA
POTEE	NA	NA	NA	NA	1	NA
POTEF	NA	NA	NA	NA	1	NA
PPFIA2	NA	NA	NA	NA	1	NA
PPFIA3	NA	NA	NA	NA	1	NA
PRDM16	NA	NA	NA	NA	1	NA
PREX1	NA	NA	NA	NA	1	NA
PRG4	NA	NA	NA	NA	1	NA
PRKDC	NA	NA	NA	NA	1	NA
PRRC2A	NA	NA	NA	NA	1	NA
PRRC2C	NA	NA	NA	NA	1	NA
PRSS48	NA	NA	NA	NA	0.564937405062052	NA
PRUNE2	NA	NA	NA	NA	1	NA
PSD	NA	NA	NA	NA	1	NA
PSMD2	NA	NA	NA	NA	1	NA
PTEN	NA	NA	NA	NA	1	NA
PTPN13	NA	NA	NA	NA	1	NA
PTPRD	NA	NA	NA	NA	1	NA
PTPRF	NA	NA	NA	NA	1	NA
PTPRT	NA	NA	NA	NA	1	NA
PUM1	NA	NA	NA	NA	1	NA
PXDNL	NA	NA	NA	NA	1	NA
PZP	NA	NA	NA	NA	1	NA
RAI1	NA	NA	NA	NA	1	NA
RANBP2	NA	NA	NA	NA	1	NA
RBFOX1	NA	NA	NA	NA	1	NA
REL	NA	NA	NA	NA	1	NA
RELN	NA	NA	NA	NA	1	NA
RFX7	NA	NA	NA	NA	1	NA
RGL2	NA	NA	NA	NA	1	NA
RGPD4	NA	NA	NA	NA	1	NA
RIMS1	NA	NA	NA	NA	1	NA
RNF17	NA	NA	NA	NA	1	NA
RNF213	NA	NA	NA	NA	1	NA
ROBO1	NA	NA	NA	NA	1	NA
RPS6KA6	NA	NA	NA	NA	1	NA
RTEL1	NA	NA	NA	NA	1	NA
RTL1	NA	NA	NA	NA	1	NA
RTN2	NA	NA	NA	NA	1	NA
RYR1	NA	NA	NA	NA	1	NA
RYR2	NA	NA	NA	NA	1	NA
RYR3	NA	NA	NA	NA	1	NA
SACS	NA	NA	NA	NA	1	NA
SBNO1	NA	NA	NA	NA	1	NA
SCN11A	NA	NA	NA	NA	1	NA
SCN3A	NA	NA	NA	NA	1	NA
SCN7A	NA	NA	NA	NA	1	NA
SCN8A	NA	NA	NA	NA	1	NA
SCN9A	NA	NA	NA	NA	1	NA
SDCCAG8	NA	NA	NA	NA	1	NA
SDK2	NA	NA	NA	NA	1	NA
SEC24C	NA	NA	NA	NA	1	NA
SEMA4B	NA	NA	NA	NA	1	NA
SENP6	NA	NA	NA	NA	1	NA
SETD2	NA	NA	NA	NA	1	NA
SETDB1	NA	NA	NA	NA	1	NA
SI	NA	NA	NA	NA	1	NA
SIPA1L1	NA	NA	NA	NA	1	NA
SIPA1L3	NA	NA	NA	NA	1	NA
SLC24A1	NA	NA	NA	NA	1	NA
SLC26A3	NA	NA	NA	NA	1	NA
SLIT1	NA	NA	NA	NA	1	NA
SLIT3	NA	NA	NA	NA	1	NA
SLITRK5	NA	NA	NA	NA	1	NA
SLITRK6	NA	NA	NA	NA	1	NA
SMARCA4	NA	NA	NA	NA	1	NA
SMARCAD1	NA	NA	NA	NA	1	NA
SMC6	NA	NA	NA	NA	1	NA
SMCHD1	NA	NA	NA	NA	1	NA
SMG1	NA	NA	NA	NA	1	NA
SON	NA	NA	NA	NA	1	NA
SPAG17	NA	NA	NA	NA	1	NA
SPATA31D1	NA	NA	NA	NA	1	NA
SPEF2	NA	NA	NA	NA	1	NA
SPEN	NA	NA	NA	NA	1	NA
SPHKAP	NA	NA	NA	NA	1	NA
SPTA1	NA	NA	NA	NA	1	NA
SPTB	NA	NA	NA	NA	1	NA
SPTBN4	NA	NA	NA	NA	1	NA
SRCAP	NA	NA	NA	NA	1	NA
SREBF1	NA	NA	NA	NA	1	NA
SRGAP2	NA	NA	NA	NA	1	NA
SRRM2	NA	NA	NA	NA	1	NA
STK11	NA	NA	NA	NA	1	NA
SVIL	NA	NA	NA	NA	1	NA
SYNE1	NA	NA	NA	NA	1	NA
SYNE2	NA	NA	NA	NA	1	NA
SZT2	NA	NA	NA	NA	1	NA
TAB3	NA	NA	NA	NA	1	NA
TAF1	NA	NA	NA	NA	1	NA
TAF1L	NA	NA	NA	NA	1	NA
TANC2	NA	NA	NA	NA	1	NA
TCEB3B	NA	NA	NA	NA	1	NA
TCF20	NA	NA	NA	NA	1	NA
TCHH	NA	NA	NA	NA	1	NA
TCOF1	NA	NA	NA	NA	1	NA
TDRD6	NA	NA	NA	NA	1	NA
TENM1	NA	NA	NA	NA	1	NA
TENM2	NA	NA	NA	NA	1	NA
TENM4	NA	NA	NA	NA	1	NA
TEP1	NA	NA	NA	NA	1	NA
TET1	NA	NA	NA	NA	1	NA
TEX15	NA	NA	NA	NA	1	NA
TG	NA	NA	NA	NA	1	NA
THADA	NA	NA	NA	NA	1	NA
THOC2	NA	NA	NA	NA	1	NA
THSD1	NA	NA	NA	NA	1	NA
THSD7A	NA	NA	NA	NA	1	NA
THSD7B	NA	NA	NA	NA	1	NA
TICRR	NA	NA	NA	NA	1	NA
TIE1	NA	NA	NA	NA	1	NA
TMEM51	NA	NA	NA	NA	1	NA
TNC	NA	NA	NA	NA	1	NA
TNIK	NA	NA	NA	NA	1	NA
TNK2	NA	NA	NA	NA	1	NA
TOPBP1	NA	NA	NA	NA	1	NA
TP53	NA	NA	NA	NA	1	NA
TP53BP1	NA	NA	NA	NA	1	NA
TP63	NA	NA	NA	NA	1	NA
TP73	NA	NA	NA	NA	1	NA
TPRN	NA	NA	NA	NA	1	NA
TPTE	NA	NA	NA	NA	1	NA
TRIO	NA	NA	NA	NA	1	NA
TRIOBP	NA	NA	NA	NA	1	NA
TRO	NA	NA	NA	NA	1	NA
TRPM3	NA	NA	NA	NA	1	NA
TRPM6	NA	NA	NA	NA	1	NA
TRRAP	NA	NA	NA	NA	1	NA
TTC21B	NA	NA	NA	NA	1	NA
TTC28	NA	NA	NA	NA	1	NA
TTC3	NA	NA	NA	NA	1	NA
TTLL5	NA	NA	NA	NA	1	NA
TTN	NA	NA	NA	NA	1	NA
TULP4	NA	NA	NA	NA	1	NA
UBR4	NA	NA	NA	NA	1	NA
UBR5	NA	NA	NA	NA	1	NA
UHRF1BP1	NA	NA	NA	NA	1	NA
UNC13B	NA	NA	NA	NA	1	NA
UNC13C	NA	NA	NA	NA	1	NA
USH2A	NA	NA	NA	NA	1	NA
USP11	NA	NA	NA	NA	1	NA
USP20	NA	NA	NA	NA	1	NA
USP34	NA	NA	NA	NA	1	NA
USP43	NA	NA	NA	NA	1	NA
USP9X	NA	NA	NA	NA	1	NA
UTP20	NA	NA	NA	NA	1	NA
VCAN	NA	NA	NA	NA	1	NA
VPS13A	NA	NA	NA	NA	1	NA
VPS13B	NA	NA	NA	NA	1	NA
VPS13D	NA	NA	NA	NA	1	NA
VWF	NA	NA	NA	NA	1	NA
WDFY4	NA	NA	NA	NA	1	NA
WDR7	NA	NA	NA	NA	1	NA
WDR81	NA	NA	NA	NA	1	NA
WDR87	NA	NA	NA	NA	1	NA
WNK1	NA	NA	NA	NA	1	NA
WNK3	NA	NA	NA	NA	1	NA
XDH	NA	NA	NA	NA	1	NA
XIRP2	NA	NA	NA	NA	1	NA
YTHDC2	NA	NA	NA	NA	1	NA
ZBTB38	NA	NA	NA	NA	1	NA
ZC3H12B	NA	NA	NA	NA	1	NA
ZDBF2	NA	NA	NA	NA	1	NA
ZFHX3	NA	NA	NA	NA	1	NA
ZFHX4	NA	NA	NA	NA	1	NA
ZHX3	NA	NA	NA	NA	1	NA
ZNF100	NA	NA	NA	NA	1	NA
ZNF160	NA	NA	NA	NA	1	NA
ZNF236	NA	NA	NA	NA	1	NA
ZNF292	NA	NA	NA	NA	1	NA
ZNF407	NA	NA	NA	NA	1	NA
ZNF521	NA	NA	NA	NA	1	NA
ZNF526	NA	NA	NA	NA	1	NA
ZNF536	NA	NA	NA	NA	1	NA
ZNF611	NA	NA	NA	NA	1	NA
ZNF638	NA	NA	NA	NA	1	NA
ZNF711	NA	NA	NA	NA	1	NA
ZNF777	NA	NA	NA	NA	1	NA
ZNF91	NA	NA	NA	NA	1	NA
ZSCAN5A	NA	NA	NA	NA	1	NA
ZSWIM8	NA	NA	NA	NA	1	NA
AASDH	NA	NA	NA	NA	1	NA
ABCA1	NA	NA	NA	NA	1	NA
ABCA13	NA	NA	NA	NA	1	NA
ABCA2	NA	NA	NA	NA	1	NA
ABCA4	NA	NA	NA	NA	1	NA
ABCA8	NA	NA	NA	NA	1	NA
ABCC12	NA	NA	NA	NA	1	NA
ABI3BP	NA	NA	NA	NA	1	NA
ACAN	NA	NA	NA	NA	1	NA
ACSBG1	NA	NA	NA	NA	1	NA
ADAMTS16	NA	NA	NA	NA	1	NA
ADAMTS2	NA	NA	NA	NA	1	NA
ADAMTS7	NA	NA	NA	NA	1	NA
ADAMTSL3	NA	NA	NA	NA	1	NA
ADCY2	NA	NA	NA	NA	1	NA
ADCY8	NA	NA	NA	NA	1	NA
ADCY9	NA	NA	NA	NA	1	NA
AFF2	NA	NA	NA	NA	1	NA
AHNAK	NA	NA	NA	NA	1	NA
AHNAK2	NA	NA	NA	NA	1	NA
AKAP11	NA	NA	NA	NA	1	NA
AKAP12	NA	NA	NA	NA	1	NA
AKAP6	NA	NA	NA	NA	1	NA
ALMS1	NA	NA	NA	NA	1	NA
AMPH	NA	NA	NA	NA	1	NA
ANK2	NA	NA	NA	NA	1	NA
ANK3	NA	NA	NA	NA	1	NA
ANKRD30A	NA	NA	NA	NA	1	NA
AP3B2	NA	NA	NA	NA	1	NA
APBA2	NA	NA	NA	NA	1	NA
APC	NA	NA	NA	NA	1	NA
APOB	NA	NA	NA	NA	1	NA
ARFGEF1	NA	NA	NA	NA	1	NA
ARHGAP31	NA	NA	NA	NA	1	NA
ARHGAP36	NA	NA	NA	NA	1	NA
ASPM	NA	NA	NA	NA	1	NA
ASTN2	NA	NA	NA	NA	1	NA
ATM	NA	NA	NA	NA	1	NA
ATP10A	NA	NA	NA	NA	1	NA
ATP10B	NA	NA	NA	NA	1	NA
ATP2B3	NA	NA	NA	NA	1	NA
ATP7A	NA	NA	NA	NA	1	NA
ATP8B2	NA	NA	NA	NA	1	NA
ATRX	NA	NA	NA	NA	1	NA
BACH2	NA	NA	NA	NA	1	NA
BAI2	NA	NA	NA	NA	0.859545711661671	NA
BAI3	NA	NA	NA	NA	1	NA
BCAS3	NA	NA	NA	NA	1	NA
BNC2	NA	NA	NA	NA	1	NA
BOD1L1	NA	NA	NA	NA	1	NA
BRAF	NA	NA	NA	NA	0.000515667837390327	NA
BRCA2	NA	NA	NA	NA	0.233621274366456	NA
BRINP1	NA	NA	NA	NA	1	NA
BRWD3	NA	NA	NA	NA	1	NA
BSN	NA	NA	NA	NA	1	NA
C10orf90	NA	NA	NA	NA	1	NA
C12orf55	NA	NA	NA	NA	1	NA
C1orf173	NA	NA	NA	NA	1	NA
C3orf20	NA	NA	NA	NA	1	NA
CACNA1A	NA	NA	NA	NA	1	NA
CACNA1B	NA	NA	NA	NA	1	NA
CACNA1E	NA	NA	NA	NA	1	NA
CACNA1G	NA	NA	NA	NA	1	NA
CACNA1H	NA	NA	NA	NA	1	NA
CACNA1I	NA	NA	NA	NA	1	NA
CACNA2D3	NA	NA	NA	NA	1	NA
CADPS	NA	NA	NA	NA	1	NA
CAMTA1	NA	NA	NA	NA	1	NA
CARD11	NA	NA	NA	NA	1	NA
CARD6	NA	NA	NA	NA	1	NA
CC2D2A	NA	NA	NA	NA	1	NA
CCDC141	NA	NA	NA	NA	1	NA
CD109	NA	NA	NA	NA	1	NA
CDH10	NA	NA	NA	NA	1	NA
CDH18	NA	NA	NA	NA	1	NA
CDH2	NA	NA	NA	NA	1	NA
CDH22	NA	NA	NA	NA	1	NA
CDH23	NA	NA	NA	NA	1	NA
CDH9	NA	NA	NA	NA	1	NA
CENPF	NA	NA	NA	NA	1	NA
CEP170	NA	NA	NA	NA	1	NA
CFH	NA	NA	NA	NA	1	NA
CHL1	NA	NA	NA	NA	1	NA
CHST2	NA	NA	NA	NA	1	NA
CILP2	NA	NA	NA	NA	1	NA
CLUH	NA	NA	NA	NA	1	NA
CNOT1	NA	NA	NA	NA	1	NA
CNTN5	NA	NA	NA	NA	1	NA
CNTNAP2	NA	NA	NA	NA	1	NA
COL11A1	NA	NA	NA	NA	1	NA
COL12A1	NA	NA	NA	NA	1	NA
COL19A1	NA	NA	NA	NA	1	NA
COL20A1	NA	NA	NA	NA	0.987680200173805	NA
COL22A1	NA	NA	NA	NA	1	NA
COL27A1	NA	NA	NA	NA	1	NA
COL3A1	NA	NA	NA	NA	1	NA
COL4A1	NA	NA	NA	NA	1	NA
COL4A4	NA	NA	NA	NA	1	NA
COL4A5	NA	NA	NA	NA	1	NA
COL5A1	NA	NA	NA	NA	1	NA
COL5A2	NA	NA	NA	NA	1	NA
COL6A3	NA	NA	NA	NA	1	NA
COL6A5	NA	NA	NA	NA	1	NA
COL6A6	NA	NA	NA	NA	1	NA
CPAMD8	NA	NA	NA	NA	1	NA
CR1	NA	NA	NA	NA	1	NA
CSMD1	NA	NA	NA	NA	1	NA
CSMD2	NA	NA	NA	NA	1	NA
CSMD3	NA	NA	NA	NA	1	NA
CTNNA2	NA	NA	NA	NA	1	NA
CTNNB1	NA	NA	NA	NA	0.0298460190474158	NA
CUBN	NA	NA	NA	NA	1	NA
CXorf57	NA	NA	NA	NA	1	NA
DCAF12L2	NA	NA	NA	NA	1	NA
DCAF4L2	NA	NA	NA	NA	1	NA
DCC	NA	NA	NA	NA	1	NA
DCHS1	NA	NA	NA	NA	1	NA
DCHS2	NA	NA	NA	NA	1	NA
DCLK1	NA	NA	NA	NA	1	NA
DGKB	NA	NA	NA	NA	1	NA
DISP1	NA	NA	NA	NA	1	NA
DLG2	NA	NA	NA	NA	1	NA
DLGAP2	NA	NA	NA	NA	1	NA
DLGAP4	NA	NA	NA	NA	1	NA
DMBT1	NA	NA	NA	NA	1	NA
DMD	NA	NA	NA	NA	1	NA
DNAH1	NA	NA	NA	NA	0.457608709510056	NA
DNAH10	NA	NA	NA	NA	1	NA
DNAH11	NA	NA	NA	NA	0.91151182219176	NA
DNAH17	NA	NA	NA	NA	1	NA
DNAH2	NA	NA	NA	NA	1	NA
DNAH3	NA	NA	NA	NA	1	NA
DNAH5	NA	NA	NA	NA	1	NA
DNAH7	NA	NA	NA	NA	1	NA
DNAH8	NA	NA	NA	NA	1	NA
DNAH9	NA	NA	NA	NA	1	NA
DNHD1	NA	NA	NA	NA	1	NA
DOCK11	NA	NA	NA	NA	1	NA
DOCK2	NA	NA	NA	NA	1	NA
DOCK3	NA	NA	NA	NA	1	NA
DOT1L	NA	NA	NA	NA	1	NA
DSCAM	NA	NA	NA	NA	1	NA
DSCAML1	NA	NA	NA	NA	1	NA
DSEL	NA	NA	NA	NA	1	NA
DST	NA	NA	NA	NA	1	NA
DYNC1I1	NA	NA	NA	NA	1	NA
DYNC2H1	NA	NA	NA	NA	1	NA
DYSF	NA	NA	NA	NA	1	NA
EFEMP1	NA	NA	NA	NA	1	NA
EPHA5	NA	NA	NA	NA	1	NA
EPHB1	NA	NA	NA	NA	1	NA
ERBB4	NA	NA	NA	NA	1	NA
ESPNL	NA	NA	NA	NA	1	NA
EXD3	NA	NA	NA	NA	1	NA
EYS	NA	NA	NA	NA	1	NA
FAM124A	NA	NA	NA	NA	1	NA
FAM135B	NA	NA	NA	NA	1	NA
FAM179A	NA	NA	NA	NA	1	NA
FAM47A	NA	NA	NA	NA	1	NA
FAM47B	NA	NA	NA	NA	1	NA
FAM47C	NA	NA	NA	NA	1	NA
FAM65C	NA	NA	NA	NA	1	NA
FASN	NA	NA	NA	NA	1	NA
FAT1	NA	NA	NA	NA	1	NA
FAT2	NA	NA	NA	NA	1	NA
FAT3	NA	NA	NA	NA	1	NA
FAT4	NA	NA	NA	NA	1	NA
FBN1	NA	NA	NA	NA	1	NA
FBN2	NA	NA	NA	NA	1	NA
FBN3	NA	NA	NA	NA	1	NA
FBXL7	NA	NA	NA	NA	1	NA
FBXW7	NA	NA	NA	NA	0.0518204285703333	NA
FCGBP	NA	NA	NA	NA	1	NA
FILIP1	NA	NA	NA	NA	1	NA
FLG	NA	NA	NA	NA	1	NA
FLNC	NA	NA	NA	NA	1	NA
FLT4	NA	NA	NA	NA	1	NA
FMN2	NA	NA	NA	NA	1	NA
FN1	NA	NA	NA	NA	1	NA
FNDC1	NA	NA	NA	NA	1	NA
FRAS1	NA	NA	NA	NA	1	NA
FREM2	NA	NA	NA	NA	1	NA
FRMPD3	NA	NA	NA	NA	1	NA
FRY	NA	NA	NA	NA	1	NA
FRYL	NA	NA	NA	NA	1	NA
FSTL5	NA	NA	NA	NA	1	NA
GABRB3	NA	NA	NA	NA	1	NA
GAD2	NA	NA	NA	NA	1	NA
GJA8	NA	NA	NA	NA	1	NA
GLI3	NA	NA	NA	NA	1	NA
GLUD2	NA	NA	NA	NA	1	NA
GOLGB1	NA	NA	NA	NA	1	NA
GPC6	NA	NA	NA	NA	1	NA
GPR158	NA	NA	NA	NA	1	NA
GPR98	NA	NA	NA	NA	1	NA
GREB1	NA	NA	NA	NA	1	NA
GRIA1	NA	NA	NA	NA	1	NA
GRIA2	NA	NA	NA	NA	1	NA
GRIA4	NA	NA	NA	NA	1	NA
GRIK2	NA	NA	NA	NA	1	NA
GRIN2A	NA	NA	NA	NA	1	NA
GRM1	NA	NA	NA	NA	1	NA
GRM2	NA	NA	NA	NA	1	NA
HCFC1	NA	NA	NA	NA	1	NA
HCN1	NA	NA	NA	NA	1	NA
HECW1	NA	NA	NA	NA	1	NA
HELZ2	NA	NA	NA	NA	1	NA
HERC2	NA	NA	NA	NA	1	NA
HIVEP2	NA	NA	NA	NA	1	NA
HMCN1	NA	NA	NA	NA	1	NA
HRNR	NA	NA	NA	NA	1	NA
HYDIN	NA	NA	NA	NA	1	NA
IGSF10	NA	NA	NA	NA	1	NA
IGSF9B	NA	NA	NA	NA	1	NA
IL1RAPL1	NA	NA	NA	NA	1	NA
IL1RAPL2	NA	NA	NA	NA	1	NA
INHBA	NA	NA	NA	NA	1	NA
IQSEC3	NA	NA	NA	NA	1	NA
IRX1	NA	NA	NA	NA	1	NA
ITGA6	NA	NA	NA	NA	1	NA
ITGA8	NA	NA	NA	NA	1	NA
ITIH6	NA	NA	NA	NA	1	NA
IVL	NA	NA	NA	NA	1	NA
JPH3	NA	NA	NA	NA	1	NA
KCNA1	NA	NA	NA	NA	1	NA
KCNA5	NA	NA	NA	NA	1	NA
KCNB2	NA	NA	NA	NA	1	NA
KCNH4	NA	NA	NA	NA	1	NA
KCNH5	NA	NA	NA	NA	1	NA
KCNH8	NA	NA	NA	NA	1	NA
KCNQ2	NA	NA	NA	NA	1	NA
KCNQ3	NA	NA	NA	NA	1	NA
KCNT2	NA	NA	NA	NA	1	NA
KDR	NA	NA	NA	NA	1	NA
KIAA1109	NA	NA	NA	NA	1	NA
KIAA1462	NA	NA	NA	NA	0.0581360556559936	NA
KIAA2022	NA	NA	NA	NA	1	NA
KIF1A	NA	NA	NA	NA	1	NA
KIF26B	NA	NA	NA	NA	1	NA
KIF2B	NA	NA	NA	NA	1	NA
KIRREL3	NA	NA	NA	NA	1	NA
KLHL34	NA	NA	NA	NA	1	NA
KMT2A	NA	NA	NA	NA	1	NA
KMT2B	NA	NA	NA	NA	1	NA
KMT2C	NA	NA	NA	NA	1	NA
KMT2D	NA	NA	NA	NA	1	NA
KRAS	NA	NA	NA	NA	9.00573223466876e-15	NA
LAMA1	NA	NA	NA	NA	1	NA
LAMA2	NA	NA	NA	NA	1	NA
LAMA4	NA	NA	NA	NA	1	NA
